Pincode,Enrolment_Count,Update_Count
752024,54,2680
752025,78,4151
752026,129,6557
752027,105,3582
752030,221,7006
752031,189,7154
752034,125,4422
752035,94,3836
752037,6,70
752038,48,1569
752045,77,2084
752046,83,2051
752050,254,8326
752054,238,5636
752055,201,5770
752056,130,3830
752057,71,1204
752060,81,1923
752061,118,3367
752062,77,3916
752063,159,6121
752064,66,2060
752065,70,3464
752066,146,4553
752068,147,4892
752069,44,1587
752070,140,5200
752077,289,8493
752078,61,2124
752079,111,4470
752080,126,3600
752081,204,4411
752082,80,2409
752083,62,2037
752084,134,3672
752085,97,3315
752089,73,2485
752090,84,2741
752091,74,3139
752092,74,2648
752093,90,2911
752094,82,2251
752100,160,3353
752101,138,2579
752102,277,4728
752103,155,3352
752104,218,7696
752105,140,3369
752106,197,4624
752107,97,3349
752108,128,3264
752109,177,3917
752110,157,4490
752111,163,3281
752113,40,935
752114,157,3526
752115,17,444
752116,48,915
752118,45,1276
752119,78,1951
752120,32,1210
752121,42,1179
753001,302,11074
753002,66,2441
753003,87,2845
753004,116,3115
753006,15,165
753007,14,150
753008,67,2465
753009,40,1543
753010,51,1123
753011,122,3901
753012,59,1663
753013,15,378
753014,119,3356
754001,148,4460
754002,23,1443
754003,56,1748
754004,211,7892
754005,167,4699
754006,59,1746
754007,80,2665
754008,197,6085
754009,151,4283
754010,42,1353
754011,6,85
754012,3,42
754018,33,1442
754021,49,1195
754022,130,5038
754023,90,2798
754024,74,2168
754025,76,3829
754026,18,589
754027,78,2646
754028,105,5731
754029,224,10901
754030,108,4555
754031,319,11749
754032,234,7271
754034,5,9
754035,144,3554
754037,125,4573
754071,15,421
754082,40,1647
754100,64,2886
754102,176,3319
754103,180,6771
754104,152,3413
754105,57,3056
754106,124,4080
754107,94,1839
754108,184,4383
754109,78,1803
754110,295,4424
754111,112,2165
754112,75,3797
754113,138,3359
754114,80,2370
754119,136,4356
754120,53,663
754130,91,3615
754131,102,3290
754132,167,3944
754133,97,1656
754134,210,6071
754135,77,2548
754136,91,1826
754137,113,2366
754138,126,3381
754139,181,2927
754140,224,4888
754141,877,13448
754142,91,1662
754145,2,46
754153,75,1820
754159,3,269
754160,109,1694
754162,33,875
754200,183,6501
754201,79,2748
754202,115,3466
754203,34,1546
754204,137,4782
754205,141,3652
754206,76,2051
754207,162,5658
754208,98,3444
754209,133,4687
754210,78,2544
754211,285,8006
754212,190,5684
754213,180,5122
754214,199,4207
754215,286,7951
754216,72,1653
754217,223,6078
754218,58,2151
754219,125,3259
754220,184,7960
754221,126,3554
754222,107,2008
754223,59,2611
754224,330,9755
754225,149,5781
754227,77,3254
754228,29,970
754229,3,13
754231,50,1238
754239,50,1505
754240,62,1617
754244,46,1624
754245,96,2486
754246,110,4331
754248,167,3920
754250,124,3695
754253,22,554
754288,1,15
754289,34,1465
754290,41,1290
754292,120,3159
754293,46,1729
754294,43,1386
754295,25,677
754296,62,1876
754298,6,33
755001,93,2144
755003,142,4000
755004,152,4257
755005,216,6165
755006,142,3274
755007,252,6500
755008,269,6969
755009,302,7457
755010,48,1148
755011,181,5496
755012,95,2692
755013,121,3779
755014,176,4386
755015,101,2757
755016,202,5118
755017,138,3575
755018,292,7948
755019,321,9855
755020,23,439
755022,126,3373
755023,221,6760
755024,62,2279
755025,149,3677
755026,237,9533
755027,130,3594
755028,84,2564
755036,83,2083
755043,183,4497
755044,87,1824
755049,45,1929
755050,20,445
755061,95,3007
756001,115,3748
756002,226,5859
756003,178,5064
756018,9,114
756019,301,6201
756020,145,4998
756021,100,3124
756022,36,951
756023,194,2859
756024,466,5030
756025,171,3156
756026,273,5202
756027,302,7203
756028,74,2324
756029,266,4635
756030,183,3789
756032,301,10110
756033,161,7888
756034,86,2142
756035,254,5383
756036,198,5764
756037,67,2063
756038,114,2383
756039,32,965
756040,178,4730
756041,136,3881
756042,195,4431
756043,153,3630
756044,161,4617
756045,288,9967
756046,112,3741
756047,191,5634
756048,79,2835
756049,85,2637
756051,34,1289
756053,8,109
756055,31,1175
756056,125,2403
756058,152,3306
756059,96,2778
756060,81,2099
756079,62,1863
756080,92,2077
756081,111,2215
756083,215,3491
756084,28,676
756085,50,1943
756086,3,69
756100,252,5054
756101,112,4484
756111,79,2781
756112,112,4555
756113,60,2175
756114,177,5621
756115,148,4282
756116,165,4441
756117,313,8835
756118,71,1679
756119,275,6242
756120,85,4036
756121,151,5473
756122,86,2172
756123,57,2596
756124,97,3142
756125,420,12420
756126,157,5454
756127,107,2593
756128,54,1702
756129,189,5554
756130,300,6902
756131,285,6069
756132,167,5551
756133,224,6876
756134,91,3188
756135,87,2600
756137,45,1521
756138,69,1925
756139,35,887
756144,25,540
756162,48,2032
756163,87,2206
756164,181,3940
756165,28,792
756166,61,2209
756167,31,472
756168,85,3350
756171,131,3655
756181,130,3788
756182,41,1596
757001,104,4451
757002,35,1665
757003,28,2116
757014,119,2805
757016,100,3026
757017,64,2170
757018,132,4664
757019,148,2917
757020,123,2482
757021,70,2171
757022,102,2631
757023,81,2200
757024,81,2375
757025,143,4543
757026,106,3326
757027,22,777
757028,75,3211
757029,96,3437
757030,170,4196
757031,27,1054
757032,124,5428
757033,232,7043
757034,332,4825
757035,145,4648
757036,238,4683
757037,269,7408
757038,374,9300
757039,168,5447
757040,177,5165
757041,157,4779
757042,152,3920
757043,249,5447
757045,177,4705
757046,172,3572
757047,169,3865
757048,329,6089
757049,162,4621
757050,190,5251
757051,83,2607
757052,162,4711
757053,142,5788
757054,104,2810
757055,67,2067
757073,73,2484
757074,57,2254
757075,85,3451
757077,112,3393
757079,141,6097
757081,48,1430
757082,80,2312
757083,44,1312
757084,83,2293
757085,64,1159
757086,65,2356
757087,169,4409
757091,198,3571
757092,141,3304
757093,78,2044
757100,60,2032
757101,51,1744
757102,53,1537
757103,24,1114
757104,66,1566
757105,74,2249
757106,84,2922
757107,84,2881
758001,98,3365
758002,61,1695
758013,191,5823
758014,173,5423
758015,130,4668
758016,156,3744
758017,81,2483
758018,460,10514
758019,151,5600
758020,61,1844
758021,249,8185
758022,154,4435
758023,102,2766
758025,160,5322
758026,23,425
758027,102,4217
758028,212,4776
758029,198,4595
758030,107,3130
758031,295,7888
758032,135,4531
758034,196,7124
758035,205,6290
758036,24,883
758037,25,1126
758038,132,2065
758040,24,367
758041,117,4924
758043,168,4753
758044,114,3768
758045,77,1943
758046,80,2262
758047,140,3636
758052,2,82
758076,122,3614
758078,97,2737
758079,99,3461
758080,147,3424
758081,132,2362
758082,57,1261
758083,94,2764
758086,5,38
759001,73,2658
759013,153,6175
759014,138,4761
759015,180,6389
759016,318,10908
759017,123,5525
759018,176,7749
759019,140,3899
759020,156,4566
759021,115,4724
759022,126,3452
759023,99,3218
759024,69,3159
759025,121,4348
759026,124,4266
759027,117,4679
759028,141,5354
759039,124,4271
759040,28,759
759100,181,5544
759102,9,129
759103,190,6252
759104,46,1487
759105,85,2448
759106,8,129
759107,41,1295
759116,16,434
759117,116,4256
759118,137,4187
759119,190,5739
759120,306,8398
759121,171,7267
759122,53,1629
759123,109,2691
759124,83,3322
759125,346,10170
759126,194,7871
759127,313,9307
759128,191,4715
759129,192,5534
759130,86,3932
759132,292,7555
759141,132,3468
759143,100,2458
759145,55,1558
759146,63,2046
759148,9,237
760001,127,5934
760002,141,4653
760003,174,5088
760004,21,1013
760005,4,239
760006,84,3241
760007,54,1948
760008,44,1846
760009,52,1959
760010,75,2290
760020,3,135
761001,102,4157
761002,85,2674
761003,141,5206
761004,57,2740
761005,117,3182
761006,30,1686
761007,56,3329
761008,212,4280
761009,96,4548
761010,113,4565
761011,60,1701
761012,119,4973
761013,98,4603
761014,150,4289
761015,172,5180
761016,448,11735
761017,326,10778
761018,150,6153
761019,54,2837
761020,172,6139
761026,133,4582
761027,127,3397
761028,130,3674
761029,179,6716
761030,79,4767
761031,108,3357
761032,239,8145
761035,92,4131
761037,44,1914
761041,62,2370
761042,40,1821
761043,44,1328
761045,50,1015
761052,43,973
761054,65,3467
761055,73,3737
761100,66,2706
761101,118,3879
761102,116,4155
761103,69,3181
761104,246,8700
761105,239,9954
761106,166,6910
761107,193,7652
761108,189,6061
761109,233,5761
761110,45,1885
761111,246,7011
761114,47,1857
761115,88,3388
761116,55,1588
761117,141,4500
761118,240,8752
761119,130,3959
761120,68,2419
761121,180,4797
761122,60,1938
761123,93,2991
761124,104,3649
761125,101,2979
761126,63,1882
761131,178,6588
761132,70,2564
761133,28,1055
761140,50,2150
761141,51,1748
761143,67,2346
761144,45,1911
761146,81,2318
761151,80,1974
761200,60,3096
761201,44,2380
761206,85,3820
761207,122,6295
761208,65,3447
761209,103,2721
761210,15,1066
761211,70,3254
761212,155,6450
761213,68,3064
761214,99,4384
761215,60,2627
761217,202,12123
762001,77,2353
762002,411,9825
762010,87,3173
762011,362,8771
762012,141,3229
762013,107,2468
762014,181,5159
762015,298,6234
762016,262,7763
762017,127,3989
762018,114,3343
762019,44,1468
762020,116,2679
762021,128,5256
762022,16,812
762023,62,878
762024,131,2171
762026,127,2911
762027,43,979
762028,102,3075
762029,94,2720
762030,40,1268
762100,113,2979
762101,152,6126
762102,107,3350
762103,286,7449
762104,179,9287
762105,156,5860
762106,88,3148
762107,173,5149
762109,119,2460
762110,163,3184
762112,53,1592
763001,22,1011
763002,20,759
763003,21,899
763004,1,24
763008,46,2964
764001,122,3973
764002,373,13002
764003,78,3352
764004,7,135
764005,174,3319
764006,33,808
764011,21,810
764014,97,4425
764020,61,3056
764021,132,5554
764027,127,8290
764028,148,5190
764036,270,8379
764037,264,4868
764038,212,5165
764039,208,7763
764040,59,1570
764041,77,1651
764042,28,610
764043,717,22205
764044,501,13615
764045,665,11459
764046,80,1557
764047,441,8305
764048,21,857
764049,390,3781
764051,302,7626
764052,179,12017
764055,136,4872
764056,255,12601
764057,214,6334
764058,537,11350
764059,364,9441
764061,277,6958
764062,9,367
764063,229,4673
764070,370,4465
764071,807,11903
764072,653,18695
764073,775,18383
764074,962,16982
764075,316,8214
764076,932,17225
764077,259,5894
764078,188,4041
764081,58,2525
764085,61,762
764086,220,3870
764087,223,3017
765001,120,3856
765002,202,4731
765013,314,7976
765015,431,15015
765016,133,6054
765017,556,12187
765018,166,1223
765019,311,8873
765020,333,10495
765021,85,2889
765022,90,5799
765023,81,1533
765024,65,1604
765025,105,4495
765026,95,5590
765029,366,5052
765033,56,2010
765034,21,914
766001,132,6597
766002,317,13414
766011,201,7644
766012,198,7046
766013,149,5068
766014,377,10816
766015,311,8987
766016,39,1000
766017,163,5281
766018,365,8868
766019,165,5218
766020,147,4154
766023,201,5663
766026,46,2271
766027,65,3094
766028,60,1736
766029,246,6003
766031,74,2313
766032,8,91
766036,273,7052
766037,197,6809
766100,142,4736
766101,110,4325
766102,288,6687
766103,134,4230
766104,269,7628
766105,490,15209
766106,302,9007
766107,255,8791
766108,347,9611
766110,88,3194
766111,252,7022
766117,1,41
766118,206,7911
767001,172,7155
767002,301,7194
767016,405,8980
767017,169,4451
767018,405,11435
767019,271,8021
767020,218,6202
767021,62,1560
767022,65,1789
767023,254,8007
767024,168,4391
767025,402,12058
767026,611,11636
767027,198,4759
767028,185,4910
767029,156,5140
767030,82,2640
767032,251,8754
767033,367,10255
767034,1,7
767035,258,5851
767037,372,8455
767038,208,4875
767039,463,8983
767040,343,7472
767041,76,1858
767042,8,77
767045,147,3904
767046,57,1317
767048,92,2577
767061,74,1937
767062,211,4302
767065,220,5104
767066,106,2692
767067,143,3774
767068,63,1499
768001,106,4405
768002,28,1271
768003,65,2358
768004,74,2480
768005,198,5782
768006,131,4720
768016,70,1805
768017,84,2517
768018,5,70
768019,12,124
768020,8,138
768025,30,707
768026,28,623
768027,255,7495
768028,376,10718
768029,496,8976
768030,261,5650
768031,18,584
768032,413,6561
768033,233,6373
768034,128,2710
768035,144,2197
768036,649,11847
768037,213,4106
768038,263,5494
768039,268,5249
768040,143,4784
768042,265,7203
768045,82,3359
768048,97,1238
768049,189,2156
768050,117,3123
768052,62,1798
768102,80,1924
768103,150,4232
768104,190,5644
768105,177,4970
768106,332,10010
768107,148,4639
768108,342,8439
768109,241,6319
768110,143,4930
768111,73,1827
768112,150,5008
768113,95,2512
768115,73,1977
768119,86,2929
768121,77,1796
768200,144,5151
768201,140,4901
768202,143,5122
768203,27,1003
768204,53,1474
768211,58,2860
768212,149,5960
768213,99,3474
768214,44,1605
768215,30,1244
768216,178,6101
768217,71,3409
768218,30,1137
768219,65,1610
768220,45,2312
768221,125,3945
768222,135,5877
768224,86,2361
768225,50,1029
768226,99,3340
768227,73,2531
768228,135,2842
768233,7,446
768234,27,1289
769001,159,5966
769002,55,1993
769003,107,3861
769004,181,5274
769005,26,912
769006,20,679
769007,64,1493
769008,23,593
769009,35,919
769010,5,157
769011,3,40
769012,95,3554
769013,50,1484
769014,37,1128
769015,73,2103
769016,30,1046
769042,89,2344
769043,40,1808
770001,67,1850
770002,87,2929
770011,69,1605
770012,100,3970
770013,43,1092
770014,84,3841
770015,140,4991
770016,164,5718
770017,259,9397
770018,136,4745
770019,44,1403
770020,64,2347
770021,43,959
770022,65,2615
770023,39,1584
770024,68,2100
770031,63,2557
770032,52,2796
770033,224,8111
770034,75,2713
770035,122,5871
770036,185,6679
770037,258,9333
770038,84,2810
770039,89,3114
770040,297,7373
770041,23,1002
770042,11,239
770043,93,2823
770044,142,3902
770046,20,664
770048,92,2567
770051,92,3027
770052,26,458
770070,25,813
770072,30,1127
770073,37,1698
770074,80,3078
770075,31,749
770076,16,779
781001,191,1747
781003,94,1213
781004,28,234
781005,394,1422
781006,181,1111
781007,148,1421
781008,72,951
781009,166,1364
781010,24,79
781011,213,2166
781012,316,2189
781013,13,65
781014,47,452
781015,81,589
781016,140,1436
781017,272,1218
781018,77,952
781019,239,1230
781020,302,2159
781021,132,1457
781022,154,1267
781023,35,610
781024,82,558
781025,336,2394
781026,197,2225
781027,46,446
781028,156,1561
781029,229,2169
781030,74,899
781031,87,799
781032,41,465
781033,21,233
781034,206,1665
781035,79,1017
781036,125,878
781037,82,1051
781038,235,1161
781039,10,59
781040,102,1571
781101,346,2059
781102,1329,7922
781103,352,2292
781104,126,2106
781120,123,645
781121,189,1763
781122,260,1955
781123,748,4020
781124,154,1935
781125,235,1272
781126,990,10705
781127,560,5485
781128,54,443
781129,108,453
781131,618,794
781132,79,841
781134,45,560
781135,386,2442
781136,2822,14720
781137,1354,6703
781138,207,2756
781141,505,3119
781150,76,2002
781171,125,832
781301,158,1623
781302,586,4962
781303,106,1090
781304,158,1208
781305,703,5707
781306,78,807
781307,163,3817
781308,2590,19383
781309,1362,14002
781310,172,1049
781312,317,4386
781313,644,6551
781314,2042,13365
781315,1881,16669
781316,566,14592
781317,627,8033
781318,309,6185
781319,887,15208
781321,415,9441
781325,241,3973
781326,37,583
781327,83,2651
781328,44,1628
781329,77,1163
781330,40,649
781333,59,976
781334,201,1661
781335,104,803
781337,154,1456
781338,151,976
781339,50,662
781340,118,1146
781341,65,1009
781343,98,979
781344,225,1671
781346,148,2043
781347,50,750
781348,56,765
781349,202,2529
781350,122,2130
781351,46,693
781352,486,12714
781353,50,151
781354,1629,6903
781355,72,1039
781360,713,4831
781364,182,2720
781365,49,602
781366,502,3947
781367,732,4406
781368,401,2714
781369,382,4912
781370,80,619
781371,92,1001
781372,527,3416
781373,38,744
781374,31,214
781375,97,2086
781376,91,1307
781377,63,1555
781378,35,386
781380,522,2389
781381,273,3068
781382,71,883
782001,54,726
782002,436,14408
782003,478,9446
782101,54,1138
782102,103,1479
782103,430,9076
782104,650,6065
782105,1710,7261
782106,197,3841
782120,620,11448
782121,882,11237
782122,1342,13888
782123,840,15915
782124,2889,36938
782125,1205,17475
782126,1296,11441
782127,2185,12260
782135,149,1462
782136,241,6056
782137,22,2106
782138,85,3719
782139,145,4338
782140,574,14719
782141,55,1531
782142,132,3558
782143,147,5029
782144,75,1436
782401,51,1360
782402,534,4625
782403,352,4110
782410,1863,7966
782411,1239,10852
782412,336,3096
782413,45,767
782425,390,7819
782426,597,12465
782427,344,5366
782428,370,8582
782429,171,1985
782435,1862,11262
782439,692,6183
782440,684,9174
782441,1242,10844
782442,434,5552
782445,580,7108
782446,3271,21127
782447,440,5042
782448,1176,5434
782450,988,6665
782460,891,4415
782461,601,2988
782462,29,397
782470,560,4335
782480,2027,13119
782481,354,5652
782482,656,6118
782485,770,4816
782486,1293,5104
782490,35,263
783101,2358,11899
783120,594,6727
783121,190,2129
783122,29,337
783123,133,1764
783124,149,2094
783125,758,4704
783126,1036,5625
783127,321,5997
783128,308,6701
783129,3379,19822
783130,498,2873
783131,739,12291
783132,1063,4438
783133,10,38
783134,774,1315
783135,987,17387
783301,117,1827
783323,324,4492
783324,536,8169
783325,231,4001
783330,1309,19072
783331,1354,9546
783332,201,3540
783333,92,2152
783334,1676,17042
783335,634,9528
783336,108,3037
783337,1053,9999
783339,719,10698
783345,334,6320
783346,142,2280
783347,83,1850
783348,2588,21492
783349,915,7845
783350,449,3427
783354,50,1716
783360,860,9203
783361,130,3817
783369,160,1937
783370,1929,9249
783371,574,5239
783372,277,9112
783373,291,2619
783375,696,3728
783376,182,2621
783380,537,17577
783381,112,1894
783382,158,3887
783383,106,5016
783384,1116,25743
783385,128,3047
783388,265,8521
783389,50,1063
783390,1349,13228
783391,546,5515
783392,211,6487
783393,332,6412
783394,285,2380
784001,319,6001
784025,206,1523
784027,816,4091
784028,156,1244
784101,371,2740
784102,71,1019
784103,300,1867
784104,38,465
784105,185,1745
784110,1515,8338
784111,283,3181
784112,336,2680
784113,229,907
784114,925,5079
784115,1358,9077
784116,1110,8011
784117,347,3935
784125,1079,8021
784144,172,1742
784145,1082,8010
784146,807,5336
784147,105,871
784148,108,1808
784149,366,3845
784150,18,346
784153,142,1030
784154,42,477
784160,1399,7809
784161,355,3144
784162,30,451
784163,49,563
784164,106,2534
784165,196,2106
784166,70,466
784167,160,1165
784168,257,5368
784169,83,1576
784170,114,2163
784171,163,1323
784172,120,1827
784173,53,930
784174,194,2248
784175,246,3749
784176,521,7338
784177,93,1187
784178,101,1723
784179,193,2028
784180,170,1398
784182,540,4447
784184,64,655
784185,3,11
784189,16,282
784190,667,5201
784501,99,880
784502,116,757
784504,75,700
784505,489,4834
784506,234,2561
784507,1511,4856
784508,152,2314
784509,854,6001
784510,220,1932
784513,29,305
784514,925,5787
784521,96,1758
784522,206,4150
784523,321,2154
784524,83,1468
784525,576,6713
784526,135,2121
784527,67,1162
784528,89,1225
784529,90,813
785001,490,3597
785004,40,406
785005,5,52
785006,186,1700
785007,43,292
785008,77,848
785009,15,170
785010,125,969
785013,6,31
785014,18,178
785015,55,426
785101,59,1220
785102,10,142
785104,400,3833
785105,120,2121
785106,58,1159
785107,138,1017
785108,172,1316
785110,57,1242
785111,16,116
785112,301,2433
785601,1651,9758
785602,550,2621
785603,673,1502
785609,181,508
785610,128,507
785611,404,2586
785612,1318,3162
785613,328,1633
785614,1175,5048
785615,289,918
785616,235,2078
785618,75,1709
785619,176,2516
785621,860,2862
785622,118,1741
785625,635,1574
785626,55,673
785630,597,4230
785631,307,2831
785632,126,483
785633,193,1482
785634,488,2747
785635,576,2090
785636,196,954
785640,860,2902
785661,7,187
785662,112,1956
785663,82,761
785664,86,544
785665,32,168
785666,39,440
785667,75,560
785669,14,151
785670,182,2743
785671,60,1120
785672,86,1199
785673,63,1247
785674,33,713
785675,727,4133
785676,77,1687
785680,169,1351
785681,57,619
785682,57,816
785683,53,958
785684,261,1634
785685,531,3927
785686,209,1464
785687,34,657
785688,19,223
785689,219,2693
785690,291,3916
785691,94,2127
785692,344,4467
785693,81,2014
785696,84,787
785697,263,1092
785698,29,404
785699,108,408
785700,57,343
785701,31,366
785702,1203,3564
785703,159,924
785704,21,110
785705,1475,4702
786001,664,5651
786002,21,411
786003,348,3391
786004,45,1592
786005,28,776
786006,9,214
786007,388,3300
786008,46,773
786010,594,3453
786012,133,873
786101,542,3437
786103,109,1364
786110,648,3954
786125,681,5121
786126,24,326
786145,30,567
786146,30,615
786147,103,1784
786150,142,2029
786151,897,3377
786152,470,4178
786153,145,804
786154,292,2362
786155,64,633
786156,601,2143
786157,225,3773
786158,145,1909
786159,2,25
786160,210,1967
786170,614,4636
786171,864,3482
786174,465,2338
786179,10,111
786181,631,2299
786182,781,2839
786183,175,1809
786184,563,4091
786187,66,388
786188,300,2071
786189,10,297
786190,236,660
786191,254,2266
786192,25,328
786601,150,1661
786602,568,3032
786610,551,3882
786611,368,1403
786612,301,1927
786613,441,2296
786614,100,1067
786621,57,1038
786622,10,92
786623,36,583
786624,17,47
786629,7,201
786630,17,515
786631,1,336
786692,11,150
787001,243,3565
787026,270,1940
787031,1079,11017
787032,864,6135
787033,63,814
787034,323,3562
787035,120,1346
787051,161,2689
787052,494,6964
787053,196,3206
787054,518,5763
787055,1121,6945
787056,392,2111
787057,1551,5739
787058,513,4359
787059,1347,10342
787060,1547,7182
787061,491,3921
787110,24,91
788001,395,2686
788002,727,2998
788003,610,3865
788004,27,694
788005,879,5293
788006,156,2642
788007,188,2441
788008,8,106
788009,744,3751
788010,36,554
788011,214,889
788013,257,3012
788014,38,371
788015,73,865
788025,195,3652
788026,133,2419
788030,1353,5214
788031,99,1128
788098,463,3054
788099,354,4390
788101,618,6115
788102,265,881
788103,68,1062
788104,392,3559
788106,75,1469
788107,770,3479
788108,70,634
788109,30,248
788110,105,2895
788111,87,1303
788112,256,1407
788113,421,3998
788114,379,2341
788115,143,1615
788116,430,3519
788117,321,1806
788118,114,1088
788119,692,5845
788120,569,5374
788121,69,914
788123,85,921
788126,492,3157
788127,41,591
788150,360,4165
788151,117,998
788152,642,4152
788155,657,6184
788156,248,1644
788160,65,704
788161,800,5502
788162,531,4815
788163,1218,6328
788164,358,2824
788165,389,2451
788166,242,2425
788168,84,766
788701,1296,5488
788709,951,3590
788710,282,1106
788711,224,1996
788712,1333,4568
788713,383,2151
788719,188,1944
788720,1613,7880
788722,880,5044
788723,820,4756
788724,2025,7110
788725,453,3616
788726,219,1640
788727,116,952
788728,728,3430
788733,138,1076
788734,384,3548
788735,215,1962
788736,259,2869
788737,635,5373
788781,231,1323
788801,443,4050
788802,324,1435
788803,39,281
788804,113,1567
788805,553,2807
788806,934,5620
788815,1507,7404
788816,137,2154
788817,985,5165
788818,34,422
788819,582,2820
788820,2,30
788830,253,1244
788831,176,995
788832,28,584
788931,233,1818
790001,55,1750
790002,31,740
790003,11,755
790101,141,3267
790102,177,5783
790103,15,420
790104,45,1189
790105,39,846
790106,70,1380
790114,14,485
790116,19,711
791001,220,6120
791002,31,2105
791003,35,766
791101,41,2091
791102,165,6026
791104,29,1040
791109,17,475
791110,103,2900
791111,111,3027
791112,63,2325
791113,81,2845
791118,156,5482
791119,14,538
791120,93,3725
791121,11,560
791122,143,5715
791123,59,1984
791125,38,1533
791130,30,461
792001,96,2954
792051,4,109
792055,4,257
792056,41,3796
792061,12,987
792101,9,616
792102,65,3744
792103,401,7126
792104,37,1931
792105,61,2826
792110,110,3420
792111,6,331
792120,60,2317
792121,119,1307
792122,208,2727
792123,58,352
792129,15,387
792130,69,2306
792131,887,3222
793001,1176,2191
793002,911,2024
793003,191,861
793004,604,1664
793005,1255,1121
793006,777,1805
793007,47,794
793008,804,1160
793009,1375,974
793010,707,543
793011,16,116
793012,763,313
793014,217,716
793015,4134,3997
793016,183,234
793017,241,610
793018,46,186
793019,401,547
793021,657,1108
793022,589,382
793101,516,2243
793102,3184,4690
793103,2176,2216
793104,42,108
793105,2777,2703
793106,974,4568
793107,22,188
793108,1071,1784
793109,1245,1095
793110,3506,3793
793111,1483,1808
793112,602,365
793113,1429,3064
793114,2150,4033
793116,84,57
793119,11720,12456
793120,5391,5097
793121,5520,3888
793122,83,108
793123,11,35
793150,6661,9133
793151,3528,3200
793160,1932,2586
793161,400,290
793200,3196,3594
794001,825,2482
794002,3821,5370
794003,8,162
794005,2656,1909
794101,479,930
794102,1764,2239
794103,3490,5311
794104,4426,22690
794105,3339,9960
794106,863,5148
794107,379,212
794108,768,1607
794109,1379,7607
794110,2732,3715
794111,3556,5480
794112,290,691
794114,479,729
794115,2683,3192
795001,433,27355
795002,165,12670
795003,76,12723
795004,107,8483
795005,248,22944
795006,70,2320
795007,47,4160
795008,216,23188
795009,95,13009
795010,223,28780
795015,101,4540
795101,92,6553
795102,109,2148
795103,283,34504
795104,212,6913
795106,125,3587
795107,182,3692
795112,57,4214
795113,151,17093
795114,152,13038
795115,144,3190
795116,229,10781
795117,89,1971
795118,212,3548
795121,10,177
795122,90,3366
795124,35,769
795125,117,3103
795126,209,23124
795127,38,4715
795128,4069,24071
795129,92,4043
795130,205,17838
795131,497,4370
795132,157,16663
795133,764,30436
795134,279,26858
795135,77,5742
795136,84,6163
795138,349,28366
795139,115,2778
795140,50,5034
795141,436,8235
795142,461,18111
795143,183,3990
795144,47,1639
795145,253,7365
795146,94,9690
795147,181,2648
795148,200,27296
795149,303,20258
795150,55,2817
795159,187,3033
796001,210,8742
796005,121,6432
796007,77,3827
796008,54,2571
796009,124,4539
796012,71,3168
796014,44,2252
796015,15,738
796017,112,6207
796025,10,561
796036,12,849
796070,30,1961
796075,6,562
796081,172,7413
796091,17,1595
796101,43,2558
796111,55,2812
796161,54,3122
796181,72,6632
796186,18,1387
796190,23,1301
796230,4,83
796261,111,5233
796290,13,2007
796310,105,3825
796320,75,2714
796321,963,12274
796370,16,1585
796410,39,1901
796421,12,354
796431,99,5890
796441,78,5823
796471,28,2207
796501,20,1194
796571,56,3210
796581,17,551
796691,25,1551
796701,328,8699
796710,4,913
796730,25,3520
796751,128,3870
796770,620,5101
796772,53,1095
796810,68,1135
796891,1026,9833
796901,475,5827
796911,198,2588
797001,944,7833
797002,90,842
797003,211,1928
797004,3,66
797005,224,2315
797100,24,616
797101,63,2403
797102,15,333
797103,386,5548
797104,71,3118
797105,87,1763
797106,71,2162
797107,343,4365
797108,348,1654
797109,109,3181
797110,1414,4662
797111,530,8188
797112,2514,17602
797113,33,1412
797114,285,1734
797115,295,5427
797116,95,3652
797117,20,800
798601,413,7244
798602,156,2055
798603,1052,7889
798604,62,1756
798611,909,6324
798612,1200,9443
798613,26,876
798614,17,695
798615,17,261
798616,76,2197
798618,28,1374
798619,55,278
798620,597,8745
798621,866,7187
798622,156,1914
798623,5,89
798625,881,2899
798626,630,2885
798627,19,55
798628,247,604
799001,206,7516
799002,96,4175
799003,217,10482
799004,245,14014
799005,28,1245
799006,83,3992
799007,32,1092
799008,142,5376
799009,71,3298
799012,23,1078
799013,88,3725
799014,40,848
799015,21,2353
799022,4,191
799035,299,6600
799045,367,6057
799046,8,38
799100,16,2762
799101,265,14187
799102,906,24986
799103,124,8816
799104,306,8850
799105,113,8173
799106,1,197
799108,12,691
799114,325,9949
799115,239,8733
799116,50,6298
799120,37,2419
799125,108,4424
799130,123,4702
799131,513,8639
799132,1,308
799141,259,6330
799142,61,2117
799143,324,11318
799144,242,6081
799145,257,8564
799150,25,1240
799153,28,1933
799155,201,11703
799156,119,3035
799157,40,2756
799159,7,285
799181,8,4531
799201,231,9041
799202,22,964
799203,102,7526
799204,56,2350
799205,176,10355
799207,130,5498
799210,102,3919
799211,181,9183
799212,75,3971
799213,4,234
799250,43,2517
799251,107,5118
799253,80,3450
799254,50,2336
799256,43,3464
799260,113,6894
799261,176,6659
799262,103,3317
799263,232,6552
799264,236,7104
799265,3,18
799269,34,1311
799270,97,6417
799271,330,5283
799273,161,9505
799275,346,6493
799277,69,6747
799278,68,3751
799279,64,2861
799280,86,3286
799281,100,4390
799284,322,8229
799285,55,4520
799286,129,4609
799287,20,2249
799288,97,2567
799289,221,7121
799290,138,4119
800001,2158,15050
800002,646,6737
